Serial,EventId,InvestigationType,AccidentNumber,EventDate,Location,Country,Latitude,Longitude,AirportCode,AirportName,InjurySeverity,AircraftDamage,AircraftCategory,RegistrationNumber,Make,Model,AmateurBuilt,NumberofEngines,EngineType,FARDescription,Schedule,PurposeofFlight,AirCarrier,TotalFatalInjuries,TotalSeriousInjuries,TotalMinorInjuries,TotalUninjured,WeatherCondition,BroadPhaseofFlight,ReportStatus,PublicationDate,Random
357,20190425X55803,Accident,ERA19LA158,4/25/2019,"Elberton, GA",North America,34.135277,-82.873056,,N/A,Non-Fatal,Substantial,Airplane,N20FB,ACRO,SUPER ACRO SPORT I,Yes,,Reciprocating,Part 91: General Aviation,,Personal,,,1,,,VMC,DESCENT,Preliminary,5/9/2019,0.052571596
358,20190426X63916,Accident,WPR19LA122,4/26/2019,"Oakridge, OR",North America,43.553889,-122.475834,,N/A,Non-Fatal,Substantial,Helicopter,N206JH,Bell,206,No,,,Part 137: Agricultural,,Aerial Application,,,,,1,VMC,MANEUVERING,Preliminary,5/15/2019,0.274976378
359,20190426X54304,Accident,GAA19CA253,4/26/2019,"Gila Bend, AZ",North America,32.960278,-112.673611,E63,Gila Bend Muni,Non-Fatal,Substantial,Airplane,N67823,Stearman,A75N1(PT17),No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,2,VMC,LANDING,Factual,1/8/2020,0.345228564
360,20190428X32930,Accident,GAA19CA237,4/26/2019,"Chandler, OK",North America,35.815,-96.873889,8OK6,Grass Strip,Non-Fatal,Substantial,Airplane,N621L,Vans,RV 6,Yes,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,1,VMC,LANDING,Factual,5/15/2019,0.105415507
361,20190430X15852,Accident,GAA19CA231,4/26/2019,"St Charles, MO",North America,38.929723,-90.43,SET,St Charles County Smartt,Non-Fatal,Substantial,Airplane,N3733D,Beech,76,No,2,,Part 91: General Aviation,,Instructional,,,,,2,VMC,,Preliminary,5/1/2019,0.15495605
362,20190426X01007,Accident,GAA19CA226,4/26/2019,"McMinnville, OR",North America,45.194444,-123.136111,,,Non-Fatal,Substantial,Helicopter,N367PA,Guimbal,CABRI,No,1,,Part 91: General Aviation,,Instructional,,,,,2,VMC,,Preliminary,4/29/2019,0.58992339
365,20190428X25200,Accident,CEN19LA127,4/26/2019,"Sheldon, MO",North America,37.666111,-94.302222,,N/A,Non-Fatal,Substantial,Airplane,N29Y,Beech,50,No,2,Reciprocating,Part 91: General Aviation,,Personal,,,,,1,VMC,,Preliminary,5/6/2019,0.910522251
366,20190428X90622,Accident,GAA19CA235,4/27/2019,"Winston Salem, NC",North America,36.133611,-80.221945,INT,Smith Reynolds,Non-Fatal,Substantial,Airplane,N19RG,Bakeng,BAKENG DEUCE,Yes,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,2,VMC,LANDING,Factual,1/8/2020,0.391688645
367,20190430X12546,Accident,GAA19CA233,4/27/2019,"Juneau, AK",North America,58.491111,-134.455,,N/A,Non-Fatal,Substantial,Helicopter,N288CH,AEROSPATIALE,AS350,No,1,Turbo Shaft,Part 135: Air Taxi & Commuter,NSCH,,Coastal Helicopters Inc,,,,6,VMC,LANDING,Factual,5/15/2019,0.959248247
368,20190427X50317,Accident,GAA19CA227,4/27/2019,"Roosevelt, UT",North America,40.278334,-110.051389,74V,Roosevelt Muni,Non-Fatal,Substantial,Airplane,N4257A,Maule,M7,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,1,VMC,LANDING,Factual,7/17/2019,0.174600244
369,20190428X90347,Accident,ERA19LA159,4/27/2019,"Angier, NC",North America,35.3925,-78.706667,NC78,Fuquay/Angier Field,Non-Fatal,Substantial,Airplane,N61PG,Zenair,Zodiac CH601,Yes,1,Reciprocating,Part 91: General Aviation,,Personal,,,1,,,VMC,,Preliminary,5/6/2019,0.925898578
370,20190428X45827,Accident,CEN19LA129,4/27/2019,"Sulphur Spring, TX",North America,33.193055,-95.611389,,N/A,Non-Fatal,Substantial,Airplane,N233P,Piper,PA 23,No,2,Reciprocating,Part 91: General Aviation,,Personal,,,,,1,,DESCENT,Preliminary,6/20/2019,0.585855532
371,20190428X35757,Accident,CEN19CA128,4/27/2019,"La Mesa, TX",North America,32.876389,-101.945833,,N/A,Non-Fatal,,Balloon,N901UM,ULTRAMAGIC,S90,No,,,Part 91: General Aviation,,Personal,,,1,,2,VMC,LANDING,Factual,5/8/2019,0.153447427
372,20190428X84617,Accident,WPR19LA125,4/28/2019,"Sequim, WA",North America,48.047222,-122.874167,,N/A,Non-Fatal,Substantial,Airplane,N68825,Stearman,A75N1(PT17),No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,2,,,CRUISE,Preliminary,5/20/2019,0.25738874
373,20190516X85858,Accident,GAA19CA282,4/28/2019,"Edwards Air Force Base, CA",North America,34.908056,-117.885555,EDW,,Unavailable,Substantial,Airplane,N106ED,Cessna,172,No,1,,Part 91: General Aviation,,,,,,,,,,Preliminary,5/29/2019,0.188547178
374,20190428X52843,Accident,GAA19CA228,4/28/2019,"Lincoln, CA",North America,38.909167,-121.351389,LHM,Lincoln Rgnl/Karl Harder Field,Non-Fatal,Substantial,Airplane,N5046E,BELLANCA,7GCAA,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,,,,2,VMC,LANDING,Factual,5/15/2019,0.734341742
376,20190429X52852,Accident,CEN19TA131,4/28/2019,"Quanah, TX",North America,34.363333,-99.900833,,N/A,Non-Fatal,Substantial,Airplane,N602AM,Air Tractor,AT 602,No,1,Turbo Prop,Part 137: Agricultural,,Aerial Application,,,,,1,VMC,MANEUVERING,Factual,6/11/2019,0.880957579
378,20190429X61624,Accident,WPR19FA123,4/29/2019,"Kailua, HI",North America,21.403333,-157.764444,,N/A,Fatal(3),Destroyed,Helicopter,N808NV,ROBINSON,R44,No,1,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,,Novictor Aviation LLC,3,,,,VMC,MANEUVERING,Preliminary,5/8/2019,0.562213609
379,20190507X80802,Accident,GAA19CA372,4/29/2019,"Porterville, CA",North America,35.927223,-119.271945,,N/A,Non-Fatal,Substantial,Airplane,N189JC,Cessna,T206,No,1,Reciprocating,Public Aircraft,,Public Aircraft - Local,,,,,2,VMC,MANEUVERING,Factual,8/7/2019,0.436455819
380,20190429X41324,Accident,ERA19LA162,4/29/2019,"Sebastian, FL",North America,27.844722,-80.756111,,N/A,Non-Fatal,Substantial,Airplane,N3031W,Piper,PA28,,1,Reciprocating,Part 91: General Aviation,,Instructional,,,,,2,VMC,DESCENT,Preliminary,5/17/2019,0.646723397
382,20190503X25547,Accident,WPR19TA142,4/30/2019,"Marion, VA",North America,36.894444,-81.350556,MKJ,MOUNTAIN EMPIRE,Non-Fatal,Substantial,Airplane,N396PH,Zenair,Zenith CH 701,Yes,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,1,VMC,LANDING,Preliminary,5/16/2019,0.95932912
383,20190502X63800,Accident,GAA19CA238,4/30/2019,"Sula, MT",North America,45.859444,-113.968056,,N/A,Non-Fatal,Substantial,Helicopter,N350DL,Aerospatiale,AS350,No,1,Turbo Shaft,Part 137: Agricultural,,Aerial Application,,,,,1,VMC,MANEUVERING,Factual,5/13/2019,0.403738262
384,20190501X03948,Accident,GAA19CA236,4/30/2019,"Wasilla, AK",North America,61.599166,-149.450556,,N/A,Non-Fatal,Substantial,Airplane,N3031U,Cessna,172,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,,,,2,VMC,,Factual,9/3/2019,0.449999058
385,20190430X84852,Accident,GAA19CA232,4/30/2019,"Cobden, IL",North America,37.537222,-89.891944,,N/A,Non-Fatal,Substantial,Gyroplane,N857UV,PAVEL VAGNER,TANGO2,Yes,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,1,VMC,LANDING,Factual,7/17/2019,0.010354629
387,20190502X84711,Accident,ERA19TA166,4/30/2019,"New Bern, NC",North America,35.072778,-77.043055,EWN,Coastal Carolina Regional,Non-Fatal,Substantial,Airplane,N733UF,Cessna,172,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,,,1,,VMC,LANDING,Factual,6/14/2019,0.388157621
388,20190503X62340,Accident,WPR19LA132,5/1/2019,"Woodland, WA",North America,45.8925,-122.735555,W27,Woodland State Airport,Non-Fatal,Substantial,Airplane,N106AL,OTTERBACK,Lightning,Yes,,Reciprocating,Part 91: General Aviation,,Personal,,,,,2,VMC,LANDING,Preliminary,5/15/2019,0.399578501
391,20190501X62455,Accident,WPR19FA126,5/1/2019,"Mill Creek, CA",North America,40.36,-121.510556,,N/A,Fatal(1),Substantial,Airplane,N7302S,Cessna,182,No,1,Reciprocating,Part 91: General Aviation,,Personal,,1,2,,,VMC,CRUISE,Preliminary,5/28/2019,0.992894203
392,20190507X84723,Accident,GAA19WA248,5/1/2019,"Rigolet, NL, Canada",North America,54.71,58.363889,,N/A,Non-Fatal,Substantial,Airplane,N757NY,PIPER,PA46,No,,,"Non-U.S., Non-Commercial",,,,,,,2,,CRUISE,Foreign,,0.303670752
393,20190502X02835,Accident,GAA19CA239,5/1/2019,"Bethel, AK",North America,60.778611,-161.837222,BET,Bethel,Non-Fatal,Substantial,Airplane,N524AV,Gippsland,GA8,No,1,Reciprocating,Part 135: Air Taxi & Commuter,SCHD,,Global Air Concepts Llc,,,,7,VMC,TAXI,Factual,1/8/2020,0.927572901
394,20190501X50237,Accident,ERA19FA161,5/1/2019,"Tyrone, PA",North America,40.764444,-78.211111,,N/A,Fatal(2),Substantial,Airplane,N733KZ,Cessna,172,No,1,Reciprocating,Part 91: General Aviation,,Personal,,2,,,,IMC,MANEUVERING,Preliminary,5/9/2019,0.410301011
395,20190502X65346,Accident,WPR19TA131,5/2/2019,"Lincoln Park, NJ",North America,40.9475,-74.314444,N07,Lincoln Park,Non-Fatal,Substantial,Helicopter,N7532R,Robinson,R22,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,,,,2,VMC,MANEUVERING,Preliminary,7/10/2019,0.158899509
396,20190503X60852,Accident,CEN19LA133,5/2/2019,"Mineral Wells, TX",North America,32.770834,-98.042777,MWL,Mineral Wells Airport,Non-Fatal,Substantial,Airplane,N8160C,Cirrus,SR20,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,2,VMC,APPROACH,Preliminary,9/4/2019,0.583654056
397,20190614X23348,Accident,WPR19LA171,5/3/2019,"Deer Park, WA",North America,47.974723,-117.430556,DEW,DEER PARK,Non-Fatal,Substantial,Airplane,N2839V,Beech,35,No,1,,Part 91: General Aviation,,Personal,,,,,1,,TAKEOFF,Preliminary,7/16/2019,0.637840562
398,20190523X73213,Accident,GAA19WA274,5/3/2019,"Atizapán de Zaragoza, North America (jjc airport), North America",North America,19.578334,99.284166,jjc,,Fatal(1),Substantial,Airplane,,CESSNA,T210,No,,,"Non-U.S., Non-Commercial",,,,1,,,,,CRUISE,Foreign,,0.637295656
400,20190505X61703,Accident,GAA19CA281,5/3/2019,"Carvers, NV",North America,38.966945,-117.182778,N/A,Private Field,Non-Fatal,Substantial,Airplane,N5418M,Cessna,340,No,2,Reciprocating,Part 91: General Aviation,,Personal,,,,,5,VMC,TAKEOFF,Factual,7/17/2019,0.857074671
401,20190507X71836,Accident,GAA19CA251,5/3/2019,"McCarthy, AK",North America,61.128611,-142.415278,PVT,Ultima Thule Lodge,Non-Fatal,Substantial,Airplane,N456SF,De Havilland,DHC2,No,1,Turbo Prop,Part 91: General Aviation,,Personal,,,,,1,VMC,LANDING,Factual,5/28/2019,0.935043436
402,20190503X92424,Accident,GAA19CA241,5/3/2019,"Sonoma, CA",North America,38.2575,-122.434166,0Q9,Sonoma Skypark,Non-Fatal,Substantial,Glider,N2280X,Stemme,S 10,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,1,,VMC,LANDING,Factual,5/23/2019,0.017391333
403,20190503X91004,Accident,GAA19CA240,5/3/2019,"Orofino, ID",North America,46.491389,-116.276945,S68,Orofino Muni,Non-Fatal,Substantial,Airplane,N22052,Luscombe,8,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,1,VMC,LANDING,Factual,9/3/2019,0.124434394
404,20190509X51159,Accident,ERA19WA168,5/3/2019,"Isla Bejucal, Ecuador",South America,-1.675,-79.654167,,N/A,Non-Fatal,Destroyed,Airplane,,AYRES,S2R,No,,Turbo Prop,"Non-U.S., Commercial",,,,,1,,,,MANEUVERING,Foreign,,0.865275123
405,20190507X84924,Accident,ERA19WA165,5/3/2019,"Pegognaga, Italy",Europe,44.990833,10.841111,,N/A,Fatal(1),Substantial,Helicopter,,Robinson,R22,No,1,Reciprocating,"Non-U.S., Non-Commercial",,Unknown,,1,,,,,MANEUVERING,Foreign,,0.321097243
407,20190506X71650,Accident,WPR19LA136,5/4/2019,"Winter Haven, FL",North America,28.063056,-81.753333,GIF,WINTER HAVEN RGNL,Non-Fatal,Substantial,Airplane,N2134T,Piper,PA28R,No,,,Part 91: General Aviation,,Instructional,,,,,2,,APPROACH,Preliminary,5/22/2019,0.609235727
408,20190504X54548,Accident,WPR19LA135,5/4/2019,"Oxnard, CA",North America,34.220278,-119.223889,OXR,Oxnard Airport,Non-Fatal,Substantial,Helicopter,N49643,Bell,206,No,1,Turbo Shaft,Part 137: Agricultural,,Aerial Application,,,1,,,VMC,MANEUVERING,Preliminary,5/23/2019,0.881786028
409,20190504X53843,Accident,WPR19LA134,5/4/2019,"Kalispell, MT",North America,48.310556,-114.256111,GPI,Glacier Park Intl,Non-Fatal,Substantial,Airplane,N185FT,Cessna,A185,No,,,Part 91: General Aviation,,Personal,,,,,2,VMC,LANDING,Preliminary,5/23/2019,0.241289369
411,20190512X90412,Accident,GAA19WA254,5/4/2019,"Guatape-Antioquia, South America",South America,6.224445,75.180278,,N/A,Non-Fatal,Substantial,Helicopter,,ROBINSON,R44,No,,,"Non-U.S., Non-Commercial",,,,,,,4,,TAKEOFF,Foreign,,0.603665494
412,20190505X03851,Accident,GAA19CA244,5/4/2019,"VALPARAISO, IN",North America,41.453889,-87.006944,VPZ,Porter County Rgnl,Non-Fatal,Substantial,Airplane,N7711L,Cessna,A185,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,1,VMC,TAKEOFF,Factual,9/3/2019,0.382141359
413,20190504X62853,Accident,GAA19CA243,5/4/2019,"FARIBAULT, MN",North America,44.328889,-93.313056,FBL,Faribault Muni-Liz Wall Strohf,Non-Fatal,Substantial,Airplane,N27Q,HANSON,PARAKEET A4 REPLICA,Yes,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,1,VMC,LANDING,Factual,1/8/2020,0.569680354
414,20190504X45333,Accident,ERA19FA163,5/4/2019,"Kent Island, MD",North America,38.815833,-76.383056,,N/A,Fatal(2),Destroyed,Helicopter,N572MD,Guimbal,CABRI,No,1,Reciprocating,Part 91: General Aviation,,Personal,,2,,,,IMC,MANEUVERING,Preliminary,5/21/2019,0.725707919
415,20190504X23851,Accident,CEN19FA134,5/4/2019,"New Era, MI",North America,43.564444,-86.418056,,,Fatal(1),Destroyed,Powered Parachute,N65481,ALLIANT AVIATION,DESTINY 2000,No,1,Reciprocating,Part 91: General Aviation,,Personal,,1,,,,VMC,MANEUVERING,Preliminary,5/9/2019,0.019378192
417,20190505X24518,Accident,WPR19LA140,5/5/2019,"Red Rock, AZ",North America,32.538333,-111.423611,,N/A,Non-Fatal,Substantial,Airplane,N8887U,Cessna,172,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,4,,DESCENT,Preliminary,5/23/2019,0.016435167
418,20190505X64101,Accident,WPR19LA139,5/5/2019,"Minden, NV",North America,39.000556,-119.751111,MEV,Minden-Tahoe,Non-Fatal,Substantial,Airplane,N1510S,Beech,35,No,,,Part 91: General Aviation,,Personal,,,,,1,VMC,LANDING,Preliminary,6/13/2019,0.056375338
419,20190506X75937,Accident,WPR19LA138,5/5/2019,"Reno, NV",North America,39.499166,-119.768056,RNO,Reno/Tahoe Intl,Non-Fatal,Substantial,Airplane,N6684Z,Beech,36,No,,,Part 91: General Aviation,,Personal,,,,,2,VMC,LANDING,Preliminary,5/23/2019,0.293526193
420,20190505X61249,Accident,WPR19LA137,5/5/2019,"Sutter, CA",North America,39.189444,-121.708611,,N/A,Non-Fatal,Substantial,Airplane,N3630D,Grumman,G164,No,1,Turbo Prop,Part 137: Agricultural,,Aerial Application,,,,,1,VMC,MANEUVERING,Preliminary,5/16/2019,0.715653205
421,20190505X92851,Accident,GAA19CA246,5/5/2019,"Marion, IN",North America,40.486944,-85.683611,MZZ,MARION MUNI,Non-Fatal,Destroyed,Airplane,N96974,Cessna,182,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,2,2,VMC,GO-AROUND,Factual,5/22/2019,0.79687897
422,20190505X55947,Accident,GAA19CA242,5/5/2019,"Sandy Valley, NV",North America,35.793611,-115.626667,3L2,SKY RANCH,Non-Fatal,Substantial,Airplane,N175LM,Flight Design,CTLS,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,,,,2,VMC,LANDING,Factual,5/16/2019,0.193670465
425,20190505X00851,Accident,CEN19FA135,5/5/2019,"Anderson, IN",North America,40.108611,-85.613056,AID,ANDERSON MUNI-DARLINGTON FIELD,Non-Fatal,Substantial,Airplane,N999CR,PIPER,PA34,No,,Reciprocating,Part 91: General Aviation,,Personal,,,1,,,VMC,TAKEOFF,Preliminary,5/8/2019,0.720851522
426,20190505X10250,Accident,ANC19FA018,5/5/2019,"Santa Rosa, NM",North America,34.94,-104.667778,SXU,SANTA ROSA ROUTE 66,Fatal(2),Substantial,Airplane,N102SN,Beech,A60,No,2,,Part 91: General Aviation,,Business,,2,,,,VMC,CRUISE,Preliminary,5/28/2019,0.303653705
427,20190506X13601,Accident,WPR19FA133,5/6/2019,"Chelan, WA",North America,47.867778,-119.9375,,,Fatal(1),Destroyed,Airplane,N825PW,Just,JA30 SUPERSTOL,Yes,,,Part 91: General Aviation,,Personal,,1,,,,,TAKEOFF,Preliminary,5/15/2019,0.595158768
428,20190512X91624,Accident,GAA19CA293,5/6/2019,"Canandaigua, NY",North America,42.91,-77.33,IUA,CANANDAIGUA,Non-Fatal,Substantial,Airplane,N7046K,Piper,PA 20,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,1,VMC,LANDING,Factual,6/19/2019,0.209918718
429,20190506X23852,Accident,GAA19CA250,5/6/2019,"Denton, TX",North America,33.202222,-97.198055,DTO,Denton Enterprise,Non-Fatal,Substantial,Helicopter,N5990,BELL,47G,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,,,,2,VMC,TAXI,Factual,9/3/2019,0.97601586
430,20190506X73526,Accident,GAA19CA247,5/6/2019,"Auburn, CA",North America,38.954722,-121.081667,AUN,Auburn Muni,Non-Fatal,Substantial,Airplane,N734DX,Cessna,172,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,,,,1,VMC,LANDING,Factual,10/22/2019,0.015557703
431,20190506X62237,Accident,GAA19CA245,5/6/2019,"Rosendale, WI",North America,43.880556,-88.710556,,N/A,Non-Fatal,Substantial,Airplane,N2101H,Ercoupe,415 C,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,1,VMC,,Factual,6/12/2019,0.501824496
432,20190506X45027,Accident,ERA19FA164,5/6/2019,"Foley, AL",North America,30.432778,-87.702222,5R4,Foley Municipal Airport,Fatal(1),Destroyed,Airplane,N5542U,Piper,PA28,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,1,1,,,VMC,TAKEOFF,Preliminary,5/16/2019,0.523821078
433,20190508X95359,Accident,WPR19LA141,5/7/2019,"Boulder City, NV",North America,35.936389,-114.854444,BVU,Boulder City Muni,Non-Fatal,Substantial,Airplane,N423EB,Flight Design,CTLS,No,,,Part 91: General Aviation,,Personal,,,1,1,,VMC,GO-AROUND,Preliminary,5/23/2019,0.984627091
434,20190507X30329,Accident,CEN19FA138,5/7/2019,"Schlater, MS",North America,33.626945,-90.374445,Pvt,,Fatal(1),Substantial,Airplane,N7665S,Champion,7GCAA,No,1,Reciprocating,Part 91: General Aviation,,Personal,,1,,,,VMC,TAKEOFF,Preliminary,5/14/2019,0.774122797
435,20190509X05207,Accident,CEN19FA139,5/8/2019,"Moose Lake, MN",North America,46.423334,-92.805556,KMZH,Moose Lake Carlton County Airp,Fatal(1),Substantial,Airplane,N111JP,Mooney,M20J,No,1,Reciprocating,Part 91: General Aviation,,Business,,1,,,,IMC,TAKEOFF,Preliminary,6/6/2019,0.240438741
436,20190512X91827,Accident,GAA19CA280,5/9/2019,"Charlotte, NC",North America,35.213056,-80.668056,8A6,WILGROVE AIR PARK,Non-Fatal,Substantial,Airplane,N7855W,PIPER,PA28,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,,,,2,VMC,LANDING,Factual,6/27/2019,0.406678182
437,20190509X23544,Accident,ERA19LA169,5/9/2019,"Newport News, VA",North America,37.131945,-76.493055,PHF,Newport News/Williamsburg Intl,Non-Fatal,Substantial,Airplane,N343AX,HAWKER SIDDELEY,HUNTER,No,1,Turbo Jet,Public Aircraft,,Instructional,,,,,1,VMC,LANDING,Preliminary,7/29/2019,0.369817578
438,20190514X85601,Incident,ERA19IA178,5/9/2019,"Savannah, GA",North America,32.129167,-81.200833,SAV,Savannah/Hilton Head Intl,Incident,,Airplane,N744AT,Cessna,550,No,2,Turbo Jet,Part 135: Air Taxi & Commuter,NSCH,,Air Ambulance By Air Trek Inc,,,,7,VMC,,Preliminary,6/6/2019,0.346594954
439,20190604X30248,Accident,WPR19WA158,5/10/2019,"Mookgopong, Africa",Africa,-24.443611,28.440555,,Mountain View Lodge,Fatal(2),Destroyed,Airplane,,JM Kemp,RT13B,No,1,Reciprocating,Unknown,,,,2,,,,,APPROACH,Foreign,,0.742842623
440,20190511X25804,Accident,GAA19CA256,5/10/2019,"Logandale, NV",North America,36.240833,-114.175,,N/A,Non-Fatal,Substantial,Airplane,N776RT,Jordan Valley Llc,CCX-2000,Yes,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,2,VMC,,Factual,6/4/2019,0.996199387
441,20190510X95515,Accident,GAA19CA255,5/10/2019,"Roseburg, OR",North America,43.239444,-123.355833,RBG,Roseburg Rgnl,Non-Fatal,Substantial,Airplane,N107DM,Elmwood,CHRISTAVIA MK I,Yes,1,Reciprocating,Part 91: General Aviation,,Flight Test,,,,,1,VMC,LANDING,Factual,9/4/2019,0.368154521
442,20190512X00615,Accident,WPR19FA143,5/11/2019,"Creswell, OR",North America,43.929445,-123.006389,77S,Hobby Field,Fatal(1),Substantial,Weight-Shift,None,Top Dog,TopDog Ultralight,Yes,1,Reciprocating,Part 91: General Aviation,,Personal,,1,,,,VMC,MANEUVERING,Preliminary,5/30/2019,0.005696101
443,20190512X92801,Accident,GAA19CA264,5/11/2019,"Mount Holly, NJ",North America,39.941944,-74.848611,VAY,SOUTH JERSEY RGNL,Non-Fatal,Substantial,Airplane,N51DM,Aero Commander,695,No,2,Turbo Prop,Part 91: General Aviation,,Business,,,,,2,VMC,TAKEOFF,Factual,5/28/2019,0.347411273
446,20190511X81437,Accident,GAA19CA257,5/11/2019,"Glades Park, CO",North America,39.019167,-108.767778,Pvt,Reese Private Strip,Non-Fatal,Substantial,Airplane,N6314B,Cessna,182,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,2,,VMC,TAKEOFF,Factual,6/5/2019,0.836903585
447,20190511X74832,Accident,ERA19FA170,5/11/2019,"Naples, FL",North America,26.2025,-81.707222,APF,Naples Municipal Airport,Fatal(1),Destroyed,Airplane,N7650Y,Piper,PA 30,No,2,Reciprocating,Part 91: General Aviation,,Personal,,1,,,,VMC,APPROACH,Preliminary,5/24/2019,0.606501234
448,20190511X33053,Accident,CEN19FA140,5/11/2019,"Eagle Lake, TX",North America,29.516111,-96.397777,,N/A,Fatal(1),Destroyed,Airplane,N713LA,Air Tractor,AT502,No,1,Turbo Prop,Part 137: Agricultural,,Aerial Application,,1,,,,IMC,MANEUVERING,Preliminary,6/10/2019,0.08976251
449,20190530X00748,Accident,GAA19WA291,5/12/2019,"Mahahual, North America, North America",North America,18.755,-87.691389,,N/A,Fatal(2),Substantial,Airplane,,CESSNA,T210,No,,,"Non-U.S., Non-Commercial",,,,2,,,,,TAKEOFF,Foreign,,0.563755775
450,20190514X00507,Accident,GAA19CA263,5/12/2019,"Soldotna, AK",North America,60.524723,-150.996389,PVT,Mackey Lake private strip,Non-Fatal,Substantial,Airplane,N6392M,Stinson,108,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,1,VMC,LANDING,Factual,6/4/2019,0.715222151
451,20190513X45808,Accident,GAA19CA260,5/12/2019,"Northway, AK",North America,62.961111,-141.928056,ORT,Northway,Non-Fatal,Substantial,Airplane,N2429E,Cessna,A185,No,1,Reciprocating,Part 91: General Aviation,,Positioning,,,,,2,VMC,LANDING,Factual,6/12/2019,0.706163492
